Time,Systemic1.abdominal_aorta_C114_module.v,Systemic1.abdominal_aorta_C114_module.u
2.09,3.9225113e-05,12810.852
2.1,3.896118e-05,12726.121
2.11,3.8699414e-05,12641.96
2.12,3.8439823e-05,12558.363
2.13,3.8182337e-05,12475.328
2.14,3.7928887e-05,12392.98
2.15,3.777155e-05,12316.246
2.16,3.84428e-05,12278.177
2.17,4.2250613e-05,12360.592
2.18,5.24457e-05,12642.982
2.19,7.077468e-05,13128.364
2.2,9.588815e-05,13741.989
2.21,0.00012414015,14386.536
2.22,0.00015132964,14984.011
2.23,0.00017406342,15490.855
2.24,0.00019043058,15897.067
2.25,0.0001999923,16214.779
2.26,0.00020337003,16463.111
2.27,0.00020158275,16656.2
2.28,0.00019575462,16801.799
2.29,0.00018692028,16901.162
2.3,0.00017588446,16952.555
2.31,0.00016333589,16954.693
2.32,0.00014991843,16908.645
2.33,0.00013618683,16818.912
2.34,0.0001225962,16692.344
2.35,0.000109580156,16538.344
2.36,9.749406e-05,16367.605
2.37,8.660911e-05,16190.769
2.38,7.711509e-05,16017.6
2.39,6.9118614e-05,15856.147
2.4,6.2650004e-05,15712.364
2.41,5.7660298e-05,15589.744
2.42,5.4031785e-05,15489.455
2.43,5.159657e-05,15410.835
2.44,5.015349e-05,15351.8545
2.45,4.948306e-05,15309.44
2.46,4.9366714e-05,15279.971
2.47,4.9603503e-05,15259.617
2.48,5.002157e-05,15244.702
2.49,5.048471e-05,15231.854
2.5,5.089397e-05,15218.12
2.51,5.1185998e-05,15201.033
2.52,5.132896e-05,15178.648
2.53,5.1319494e-05,15149.577
2.54,5.1176874e-05,15112.982
2.55,5.0934734e-05,15068.517
2.56,5.0635652e-05,15016.292
2.57,5.0324317e-05,14956.76
2.58,5.0044386e-05,14890.747
2.59,4.983394e-05,14819.322
2.6,4.9721242e-05,14743.682
2.61,4.972339e-05,14665.052
2.62,4.9846276e-05,14584.612
2.63,5.008523e-05,14503.438
2.64,5.042512e-05,14422.433
2.65,5.084364e-05,14342.313
2.66,5.1313084e-05,14263.612
2.67,5.1801282e-05,14186.652
2.68,5.2273877e-05,14111.558
2.69,5.269674e-05,14038.281
2.7,5.303799e-05,13966.632
2.71,5.3269603e-05,13896.316
2.72,5.336952e-05,13826.951
2.73,5.3322634e-05,13758.116
2.74,5.3121123e-05,13689.403
2.75,5.2763862e-05,13620.453
2.76,5.225655e-05,13550.952
2.77,5.1616556e-05,13480.684
2.78,5.0853956e-05,13409.381
2.79,4.9993505e-05,13337.053
2.8,4.9051083e-05,13263.537
2.81,4.8055812e-05,13188.997
2.82,4.7028567e-05,13113.42
2.83,4.5995414e-05,13037.052
2.84,4.4978497e-05,12960.007
2.85,4.399833e-05,12882.553
2.86,4.307172e-05,12804.902
2.87,4.2213873e-05,12727.306
2.88,4.1430758e-05,12649.963
2.89,4.073257e-05,12573.08
2.9,4.011828e-05,12496.796
2.91,3.9588827e-05,12421.238
2.92,3.9140064e-05,12346.492
2.93,3.8765902e-05,12272.592
2.94,3.8458584e-05,12199.551
2.95,3.8208414e-05,12127.328
2.96,3.8004622e-05,12055.858
2.97,3.78372e-05,11985.056
2.98,3.769651e-05,11914.828
2.99,3.757349e-05,11845.072
3,3.746086e-05,11775.7
3.01,3.7351274e-05,11706.639
3.02,3.723941e-05,11637.769
3.03,3.7121932e-05,11569.044
3.04,3.6995843e-05,11500.431
3.05,3.685909e-05,11431.901
3.06,3.6710084e-05,11363.433
3.07,3.6547972e-05,11295.018
3.08,3.6372625e-05,11226.659
3.09,3.6184505e-05,11158.373
3.1,3.598442e-05,11090.187
3.11,3.5773362e-05,11022.127
3.12,3.5566627e-05,10955.129
3.13,3.5678073e-05,10905.53
3.14,3.7831236e-05,10943.526
3.15,4.5570454e-05,11174.271
3.16,6.210866e-05,11652.12
3.17,8.808064e-05,12345.809
3.18,0.0001209889,13163.428
3.19,0.00015643922,14003.785
3.2,0.00018988112,14788.816
3.21,0.00021769204,15470.738
3.22,0.00023761972,16029.45
3.23,0.0002489017,16468.863
3.24,0.00025199688,16805.385
3.25,0.000248089,17057.238
3.26,0.00023870502,17237.672
3.27,0.00022526018,17352.586
3.28,0.00020902138,17403.834
3.29,0.00019105607,17392.203
3.3,0.00017224457,17320.332
3.31,0.00015332563,17194.496
3.32,0.0001349343,17024.59
3.33,0.00011761396,16823.697
3.34,0.00010177234,16605.324
3.35,8.772152e-05,16382.736
3.36,7.56931e-05,16169.531
3.37,6.577238e-05,15975.08
3.38,5.794921e-05,15806.21
3.39,5.212849e-05,15666.999
3.4,4.813366e-05,15558.764
3.41,4.5712364e-05,15480.398
3.42,4.4585526e-05,15429.119
3.43,4.4444834e-05,15400.323
3.44,4.4989447e-05,15388.721
3.45,4.594362e-05,15388.888
3.46,4.7070513e-05,15395.577
3.47,4.8187918e-05,15404.059
3.48,4.9169368e-05,15410.325
3.49,4.993949e-05,15411.15
3.5,5.0467406e-05,15404.083
3.51,5.0759172e-05,15387.433
3.52,5.0847593e-05,15360.248
3.53,5.0784383e-05,15322.257
3.54,5.0631046e-05,15273.792
3.55,5.0450588e-05,15215.724
3.56,5.030088e-05,15149.245
3.57,5.023134e-05,15075.812
3.58,5.027936e-05,14997.05
3.59,5.0468865e-05,14914.631
3.6,5.080674e-05,14830.156
3.61,5.1285504e-05,14745.054
3.62,5.188551e-05,14660.526
3.63,5.2576284e-05,14577.514
3.64,5.331929e-05,14496.677
3.65,5.40705e-05,14418.388
3.66,5.4783985e-05,14342.671
3.67,5.5415963e-05,14269.393
3.68,5.592651e-05,14198.316
3.69,5.6281857e-05,14128.981
3.7,5.6455512e-05,14060.885
3.71,5.642826e-05,13993.466
3.72,5.6191144e-05,13926.146
3.73,5.5744793e-05,13858.406
3.74,5.509863e-05,13789.793
3.75,5.4272154e-05,13719.948
3.76,5.329132e-05,13648.65
3.77,5.2185984e-05,13575.789
3.78,5.098884e-05,13501.361
3.79,4.973406e-05,13425.465
3.8,4.84549e-05,13348.274
3.81,4.718291e-05,13270.023
3.82,4.594694e-05,13190.994
3.83,4.477183e-05,13111.488
3.84,4.367738e-05,13031.809
3.85,4.2678577e-05,12952.241
3.86,4.1785504e-05,12873.049
3.87,4.1003408e-05,12794.451
3.88,4.033329e-05,12716.626
3.89,3.9772043e-05,12639.703
3.9,3.931333e-05,12563.759
