environment | time (second),Systemic | abdominal_aorta_C114 | u (J_per_m3),Systemic | abdominal_aorta_C114 | v (m3_per_s)
16.8,14328.2,5.1664e-5
16.81,14243.2,5.0283e-5
16.82,14157.4,4.89444e-5
16.83,14071.1,4.76749e-5
16.84,13984.6,4.6496e-5
16.85,13898.3,4.54239e-5
16.86,13812.5,4.44691e-5
16.87,13727.3,4.36372e-5
16.88,13643.1,4.29284e-5
16.89,13559.8,4.2339e-5
16.9,13477.7,4.18615e-5
16.91,13396.6,4.14854e-5
16.92,13316.7,4.11984e-5
16.93,13237.8,4.09869e-5
16.94,13159.8,4.08364e-5
16.95,13082.7,4.0733e-5
16.96,13006.3,4.06631e-5
16.97,12930.5,4.06144e-5
16.98,12855.1,4.05758e-5
16.99,12780,4.05378e-5
17,12705.1,4.04928e-5
17.01,12630.3,4.04347e-5
17.02,12555.6,4.03591e-5
17.03,12480.9,4.0263e-5
17.04,12406.2,4.01448e-5
17.05,12331.5,4.0004e-5
17.06,12256.7,3.98409e-5
17.07,12182,3.96564e-5
17.08,12107.3,3.94522e-5
17.09,12032.7,3.92299e-5
17.1,11958.2,3.89916e-5
17.11,11883.9,3.87391e-5
17.12,11810.4,3.84814e-5
17.13,11759,3.86072e-5
17.14,11817.7,4.13296e-5
17.15,12100.4,5.07022e-5
17.16,12654.4,7.00089e-5
17.17,13433,9.94326e-5
17.18,14334.1,0.000135916
17.19,15251.3,0.000174652
17.2,16104.2,0.000210798
17.21,16843.8,0.000240569
17.22,17449.4,0.000261657
17.23,17923.5,0.000273265
17.24,18282.7,0.000275879
17.25,18546.4,0.000270805
17.26,18729.1,0.000259687
17.27,18838.4,0.000244153
17.28,18877.2,0.000225633
17.29,18847.3,0.000205322
17.3,18752.2,0.000184206
17.31,18599.5,0.000163108
17.32,18400.1,0.000142717
17.33,18168.2,0.000123609
17.34,17919.2,0.00010624
17.35,17668.3,9.09483e-5
17.36,17429.1,7.79495e-5
17.37,17212.5,6.73345e-5
17.38,17025.9,5.90766e-5
17.39,16873.5,5.30422e-5
17.4,16756.1,4.90085e-5
17.41,16672,4.66863e-5
17.42,16617.4,4.57465e-5
17.43,16587.1,4.58466e-5
17.44,16575.2,4.66565e-5
17.45,16575.9,4.78784e-5
17.46,16583.3,4.92622e-5
17.47,16592.4,5.06137e-5
17.48,16598.7,5.17971e-5
17.49,16598.7,5.27323e-5
17.5,16589.7,5.33886e-5
17.51,16570,5.37753e-5
17.52,16538.5,5.39318e-5
17.53,16495.1,5.39173e-5
17.54,16440.2,5.38008e-5
17.55,16374.8,5.3653e-5
17.56,16300.3,5.3539e-5
17.57,16218.4,5.35132e-5
17.58,16130.9,5.36158e-5
17.59,16039.7,5.38706e-5
17.6,15946.4,5.42846e-5
17.61,15852.8,5.48489e-5
17.62,15759.9,5.55401e-5
17.63,15668.9,5.63236e-5
17.64,15580.4,5.71559e-5
17.65,15494.8,5.79888e-5
17.66,15412.2,5.87724e-5
17.67,15332.3,5.94586e-5
17.68,15254.8,6.00041e-5
17.69,15179.2,6.03724e-5
17.7,15105,6.05362e-5
17.71,15031.4,6.0478e-5
17.72,14957.9,6.01909e-5
17.73,14884,5.96779e-5
17.74,14809.1,5.89519e-5
17.75,14732.9,5.80337e-5
17.76,14655.1,5.69511e-5
17.77,14575.8,5.57368e-5
17.78,14494.8,5.44263e-5
17.79,14412.2,5.30566e-5
17.8,14328.3,5.16642e-5
17.81,14243.3,5.02832e-5
17.82,14157.4,4.89446e-5
17.83,14071.1,4.76751e-5
17.84,13984.7,4.64962e-5
17.85,13898.4,4.5424e-5
17.86,13812.6,4.44693e-5
17.87,13727.4,4.36374e-5
17.88,13643.2,4.29286e-5
17.89,13559.9,4.23392e-5
17.9,13477.7,4.18617e-5
17.91,13396.7,4.14856e-5
17.92,13316.8,4.11987e-5
17.93,13237.9,4.09871e-5
17.94,13159.9,4.08367e-5
17.95,13082.8,4.07333e-5
17.96,13006.4,4.06634e-5
17.97,12930.5,4.06147e-5
17.98,12855.1,4.0576e-5
17.99,12780,4.05381e-5
18,12705.2,4.04931e-5
18.01,12630.4,4.0435e-5
18.02,12555.7,4.03593e-5
18.03,12481,4.02633e-5
18.04,12406.3,4.01451e-5
18.05,12331.5,4.00042e-5
18.06,12256.8,3.98411e-5
18.07,12182,3.96567e-5
18.08,12107.3,3.94524e-5
18.09,12032.7,3.92302e-5
18.1,11958.3,3.89918e-5
18.11,11884,3.87393e-5
18.12,11810.5,3.84817e-5
18.13,11759,3.86074e-5
18.14,11817.8,4.13289e-5
18.15,12100.3,5.06992e-5
18.16,12654.3,7.00024e-5
18.17,13432.8,9.94224e-5
18.18,14333.8,0.000135903
18.19,15251,0.000174637
18.2,16103.8,0.000210782
18.21,16843.4,0.000240554
18.22,17449,0.000261642
18.23,17923.1,0.000273251
18.24,18282.3,0.000275867
18.25,18546,0.000270795
18.26,18728.7,0.000259679
18.27,18838,0.000244146
18.28,18876.8,0.000225627
18.29,18846.9,0.000205318
18.3,18751.9,0.000184204
18.31,18599.2,0.000163107
18.32,18399.8,0.000142717
18.33,18168,0.000123609
18.34,17919,0.000106241
18.35,17668.1,9.095e-5
18.36,17428.9,7.79513e-5
18.37,17212.2,6.73364e-5
18.38,17025.7,5.90784e-5
18.39,16873.2,5.30438e-5
18.4,16755.9,4.90099e-5
18.41,16671.8,4.66874e-5
18.42,16617.2,4.57473e-5
18.43,16586.8,4.58471e-5
18.44,16575,4.66568e-5
18.45,16575.6,4.78785e-5
18.46,16583,4.92621e-5
18.47,16592.1,5.06134e-5
18.48,16598.4,5.17967e-5
18.49,16598.4,5.27319e-5
18.5,16589.5,5.33881e-5
18.51,16569.8,5.37748e-5
18.52,16538.3,5.39313e-5
18.53,16494.9,5.39168e-5
18.54,16440,5.38003e-5
18.55,16374.6,5.36525e-5
18.56,16300.1,5.35384e-5
18.57,16218.2,5.35126e-5
18.58,16130.7,5.36151e-5
18.59,16039.4,5.38699e-5
18.6,15946.2,5.42838e-5
18.61,15852.5,5.4848e-5
18.62,15759.7,5.55391e-5
18.63,15668.7,5.63225e-5
18.64,15580.2,5.71547e-5
18.65,15494.6,5.79876e-5
18.66,15411.9,5.87711e-5
18.67,15332.1,5.94573e-5
18.68,15254.6,6.00028e-5
18.69,15179,6.03711e-5
18.7,15104.8,6.05349e-5
18.71,15031.2,6.04768e-5
18.72,14957.7,6.01897e-5
18.73,14883.7,5.96768e-5
18.74,14808.8,5.89508e-5
18.75,14732.6,5.80328e-5
18.76,14654.9,5.69503e-5
18.77,14575.6,5.5736e-5
18.78,14494.6,5.44256e-5
18.79,14412,5.3056e-5
18.8,14328.1,5.16636e-5
18.81,14243.1,5.02826e-5
18.82,14157.2,4.89441e-5
18.83,14070.9,4.76747e-5
18.84,13984.5,4.64958e-5
18.85,13898.2,4.54236e-5
18.86,13812.4,4.44689e-5
18.87,13727.2,4.3637e-5
18.88,13643,4.29282e-5
18.89,13559.7,4.23388e-5
18.9,13477.5,4.18613e-5
18.91,13396.5,4.14852e-5
18.92,13316.6,4.11982e-5
18.93,13237.7,4.09866e-5
18.94,13159.7,4.08362e-5
18.95,13082.6,4.07327e-5
18.96,13006.2,4.06629e-5
18.97,12930.4,4.06141e-5
18.98,12855,4.05755e-5
18.99,12779.9,4.05375e-5
19,12705,4.04925e-5
19.01,12630.2,4.04344e-5
19.02,12555.5,4.03587e-5
19.03,12480.8,4.02627e-5
19.04,12406.1,4.01445e-5
19.05,12331.4,4.00036e-5
19.06,12256.6,3.98405e-5
19.07,12181.9,3.96561e-5
19.08,12107.2,3.94518e-5
19.09,12032.6,3.92296e-5
19.1,11958.1,3.89912e-5
19.11,11883.8,3.87387e-5
19.12,11810.3,3.84813e-5
19.13,11759,3.86088e-5
19.14,11817.9,4.13363e-5
19.15,12100.8,5.07165e-5
19.16,12655,7.00314e-5
19.17,13433.7,9.94616e-5
19.18,14334.8,0.000135949
19.19,15252.2,0.000174686
19.2,16105,0.000210831
19.21,16844.7,0.0002406
19.22,17450.3,0.000261685
19.23,17924.3,0.000273289
19.24,18283.5,0.0002759
19.25,18547.2,0.000270823
19.26,18729.9,0.000259702
19.27,18839.2,0.000244164
19.28,18878,0.000225641
19.29,18848,0.000205327
19.3,18752.9,0.000184209
19.31,18600.1,0.000163109
19.32,18400.7,0.000142717
19.33,18168.8,0.000123607
19.34,17919.8,0.000106237
19.35,17668.9,9.09449e-5
19.36,17429.7,7.7946e-5
19.37,17213,6.73312e-5
19.38,17026.4,5.90736e-5
19.39,16874,5.30397e-5
19.4,16756.6,4.90065e-5
19.41,16672.6,4.66849e-5
19.42,16617.9,4.57456e-5
19.43,16587.6,4.58462e-5
19.44,16575.8,4.66565e-5
19.45,16576.4,4.78788e-5
19.46,16583.9,4.92628e-5
19.47,16593,5.06145e-5
19.48,16599.3,5.1798e-5
19.49,16599.3,5.27333e-5
19.5,16590.3,5.33897e-5
19.51,16570.6,5.37764e-5
19.52,16539.1,5.3933e-5
19.53,16495.7,5.39185e-5
19.54,16440.8,5.38021e-5
19.55,16375.4,5.36544e-5
19.56,16300.9,5.35405e-5
19.57,16219,5.35148e-5
19.58,16131.5,5.36176e-5
19.59,16040.2,5.38726e-5
19.6,15947,5.42867e-5
19.61,15853.3,5.48512e-5
19.62,15760.4,5.55426e-5
19.63,15669.4,5.63262e-5
19.64,15581,5.71586e-5
19.65,15495.3,5.79916e-5
19.66,15412.7,5.87752e-5
19.67,15332.8,5.94615e-5
19.68,15255.3,6.00069e-5
19.69,15179.7,6.03752e-5
19.7,15105.5,6.05389e-5
19.71,15031.9,6.04806e-5
19.72,14958.4,6.01933e-5
19.73,14884.4,5.96802e-5
19.74,14809.5,5.8954e-5
19.75,14733.4,5.80357e-5
19.76,14655.6,5.6953e-5
19.77,14576.3,5.57385e-5
19.78,14495.2,5.44278e-5
19.79,14412.7,5.3058e-5
19.8,14328.8,5.16654e-5
19.81,14243.7,5.02843e-5
19.82,14157.9,4.89457e-5
19.83,14071.6,4.76761e-5
19.84,13985.1,4.64972e-5
19.85,13898.9,4.5425e-5
19.86,13813,4.44703e-5
19.87,13727.9,4.36383e-5
19.88,13643.6,4.29296e-5
19.89,13560.3,4.23402e-5
19.9,13478.2,4.18627e-5
19.91,13397.1,4.14867e-5
19.92,13317.2,4.11998e-5
19.93,13238.3,4.09882e-5
19.94,13160.3,4.08378e-5
19.95,13083.2,4.07345e-5
19.96,13006.8,4.06646e-5
19.97,12931,4.06159e-5
19.98,12855.6,4.05773e-5
19.99,12780.5,4.05394e-5
20,12705.6,4.04944e-5
